0,1,2,3,4,5,6
0.0,0.0,0.0,10.0,10.0,10.0,10.0
1.0,0.0,0.0,10.0,10.0,10.0,10.0
1.0,1.0,0.0,10.0,10.0,10.0,10.0
0.0,1.0,0.0,10.0,10.0,10.0,10.0
0.0,0.0,1.0,0.0,1.1319046595214042,5.081618536934764,22.122567279144153
1.0,0.0,1.0,0.0,1.123757613535247,5.061353287113879,22.098084382999602
1.0,1.0,1.0,0.0,1.1278738120791292,5.074310582477679,22.11548960420648
0.0,1.0,1.0,0.0,1.163229718184863,5.151075251016736,22.211139667192207
0.09999999999981467,0.0,0.0,10.0,10.0,10.0,10.0
0.1999999999995579,0.0,0.0,10.0,10.0,10.0,10.0
0.2999999999992664,0.0,0.0,10.0,10.0,10.0,10.0
0.3999999999989749,0.0,0.0,10.0,10.0,10.0,10.0
0.4999999999986943,0.0,0.0,10.0,10.0,10.0,10.0
0.5999999999989468,0.0,0.0,10.0,10.0,10.0,10.0
0.69999999999921,0.0,0.0,10.0,10.0,10.0,10.0
0.7999999999994734,0.0,0.0,10.0,10.0,10.0,10.0
0.8999999999997368,0.0,0.0,10.0,10.0,10.0,10.0
1.0,0.09999999999981467,0.0,10.0,10.0,10.0,10.0
1.0,0.1999999999995579,0.0,10.0,10.0,10.0,10.0
1.0,0.2999999999992664,0.0,10.0,10.0,10.0,10.0
1.0,0.3999999999989749,0.0,10.0,10.0,10.0,10.0
1.0,0.4999999999986943,0.0,10.0,10.0,10.0,10.0
1.0,0.5999999999989468,0.0,10.0,10.0,10.0,10.0
1.0,0.69999999999921,0.0,10.0,10.0,10.0,10.0
1.0,0.7999999999994734,0.0,10.0,10.0,10.0,10.0
1.0,0.8999999999997368,0.0,10.0,10.0,10.0,10.0
0.8999999999995836,1.0,0.0,10.0,10.0,10.0,10.0
0.7999999999999998,1.0,0.0,10.0,10.0,10.0,10.0
0.7000000000006934,1.0,0.0,10.0,10.0,10.0,10.0
0.6000000000013869,1.0,0.0,10.0,10.0,10.0,10.0
0.5000000000020587,1.0,0.0,10.0,10.0,10.0,10.0
0.4000000000016644,1.0,0.0,10.0,10.0,10.0,10.0
0.3000000000012483,1.0,0.0,10.0,10.0,10.0,10.0
0.2000000000008322,1.0,0.0,10.0,10.0,10.0,10.0
0.100000000000416,1.0,0.0,10.0,10.0,10.0,10.0
0.0,0.8999999999995836,0.0,10.0,10.0,10.0,10.0
0.0,0.7999999999999998,0.0,10.0,10.0,10.0,10.0
0.0,0.7000000000006934,0.0,10.0,10.0,10.0,10.0
0.0,0.6000000000013869,0.0,10.0,10.0,10.0,10.0
0.0,0.5000000000020587,0.0,10.0,10.0,10.0,10.0
0.0,0.4000000000016644,0.0,10.0,10.0,10.0,10.0
0.0,0.3000000000012483,0.0,10.0,10.0,10.0,10.0
0.0,0.2000000000008322,0.0,10.0,10.0,10.0,10.0
0.0,0.100000000000416,0.0,10.0,10.0,10.0,10.0
0.09999999999981467,0.0,1.0,0.0,1.1423183458488477,5.094984292724202,22.12442257138715
0.1999999999995579,0.0,1.0,0.0,1.165411400934507,5.122266426682335,22.12828950676994
0.2999999999992664,0.0,1.0,0.0,1.1657616480781405,5.122020292672371,22.13267736323274
0.3999999999989749,0.0,1.0,0.0,1.1620981860705721,5.116226227005267,22.133992313728633
0.4999999999986943,0.0,1.0,0.0,1.1542486571946633,5.106547029132776,22.131650352903115
0.5999999999989468,0.0,1.0,0.0,1.1340137668063066,5.080732718401882,22.124649055125914
0.69999999999921,0.0,1.0,0.0,1.1501642729309849,5.098111104207771,22.116443538288017
0.7999999999994734,0.0,1.0,0.0,1.1566872316628436,5.103590370014853,22.10702055659967
0.8999999999997368,0.0,1.0,0.0,1.1427227710681158,5.085056616719954,22.100243552088898
1.0,0.09999999999981467,1.0,0.0,1.1351171964363682,5.075737248639087,22.102481530675124
1.0,0.1999999999995579,1.0,0.0,1.1577513192194115,5.102858637401176,22.11412897297308
1.0,0.2999999999992664,1.0,0.0,1.173366930726139,5.122806645316485,22.127769938457973
1.0,0.3999999999989749,1.0,0.0,1.1921979758858683,5.146167089695599,22.13986534576511
1.0,0.4999999999986943,1.0,0.0,1.1786658500842058,5.132374910008039,22.146542749230218
1.0,0.5999999999989468,1.0,0.0,1.1589311257419113,5.110220029009876,22.14447334789017
1.0,0.69999999999921,1.0,0.0,1.1718498086108888,5.127923302772669,22.137680105532954
1.0,0.7999999999994734,1.0,0.0,1.161104827095742,5.115808811044316,22.127386575568238
1.0,0.8999999999997368,1.0,0.0,1.138735325591661,5.088418828403955,22.118838424609137
0.8999999999995836,1.0,1.0,0.0,1.1469606777963164,5.098440179746452,22.120408575587494
0.7999999999999998,1.0,1.0,0.0,1.160411296476834,5.118363880927384,22.136150292074486
0.7000000000006934,1.0,1.0,0.0,1.1797871492904812,5.145915677774224,22.157380050771753
0.6000000000013869,1.0,1.0,0.0,1.1610905187400213,5.128313051745835,22.17918245051187
0.5000000000020587,1.0,1.0,0.0,1.2023338084783801,5.182667199200932,22.198415884091858
0.4000000000016644,1.0,1.0,0.0,1.1829993075193441,5.165171346159526,22.21019698494222
0.3000000000012483,1.0,1.0,0.0,1.2045982858318096,5.195699400785766,22.21572041102001
0.2000000000008322,1.0,1.0,0.0,1.1954440563472843,5.187464530407427,22.215871110108214
0.100000000000416,1.0,1.0,0.0,1.175761646233257,5.166163131413341,22.21270493170787
0.0,0.8999999999995836,1.0,0.0,1.184336377540516,5.1754783971508065,22.212802595407982
0.0,0.7999999999999998,1.0,0.0,1.1867839881596114,5.17743195155787,22.217001981379298
0.0,0.7000000000006934,1.0,0.0,1.1943227727154189,5.184162798897262,22.219071961782994
0.0,0.6000000000013869,1.0,0.0,1.1962228521311347,5.182469296366704,22.21634284223993
0.0,0.5000000000020587,1.0,0.0,1.2000151695774142,5.182039802089082,22.206576965549
0.0,0.4000000000016644,1.0,0.0,1.1782840851473393,5.151314104873689,22.18875763145926
0.0,0.3000000000012483,1.0,0.0,1.1679008598985805,5.13381455032862,22.166052070073707
0.0,0.2000000000008322,1.0,0.0,1.17464108764483,5.136804883975516,22.144224107387227
0.0,0.100000000000416,1.0,0.0,1.1499764214781059,5.104367807889727,22.128051472281374
0.0,0.0,0.09999999999981467,0.0,12.523310371704671,13.66123709313757,16.38548429486452
0.0,0.0,0.1999999999995579,0.0,11.871732825152282,14.034562100453863,19.400970882921644
0.0,0.0,0.2999999999992664,0.0,9.749460533929877,12.75518905069224,20.621701095475277
0.0,0.0,0.3999999999989749,0.0,7.54320502784091,11.156278419801652,21.31114307544479
0.0,0.0,0.4999999999986943,0.0,5.59539759929065,9.566715120882069,21.73830866977467
0.0,0.0,0.5999999999989468,0.0,3.932502180336833,8.051157074471089,21.924992467457024
0.0,0.0,0.69999999999921,0.0,2.6834083326796248,6.808324714012328,22.03600825353641
0.0,0.0,0.7999999999994734,0.0,1.818793773103085,5.875511508173219,22.08883811598052
0.0,0.0,0.8999999999997368,0.0,1.3051940447490429,5.288084223221001,22.11502994359063
1.0,0.0,0.09999999999981467,0.0,12.075108473520793,13.208838213440988,15.931330333160611
1.0,0.0,0.1999999999995579,0.0,11.830283321785712,13.986055884809447,19.35005803112505
1.0,0.0,0.2999999999992664,0.0,9.931986235680247,12.927169855846744,20.790000124358833
1.0,0.0,0.3999999999989749,0.0,7.7235476285033275,11.32191421084721,21.466886624866895
1.0,0.0,0.4999999999986943,0.0,5.667950701847654,9.620966922696557,21.773501602835637
1.0,0.0,0.5999999999989468,0.0,3.9707942436676635,8.075416371957067,21.93114372008753
1.0,0.0,0.69999999999921,0.0,2.6781907641004272,6.7963313397843965,22.018166354215342
1.0,0.0,0.7999999999994734,0.0,1.8114704739118932,5.857389654651352,22.067301076068812
1.0,0.0,0.8999999999997368,0.0,1.29231262088114,5.2629444334836855,22.091240432149817
1.0,1.0,0.09999999999981467,0.0,12.599690443519567,13.738644525394866,16.463792577458072
1.0,1.0,0.1999999999995579,0.0,11.908926431953798,14.075054852889343,19.444795628516726
1.0,1.0,0.2999999999992664,0.0,9.707181387067195,12.70894000374289,20.573039254494343
1.0,1.0,0.3999999999989749,0.0,7.510955545726055,11.11793195435467,21.268202796220883
1.0,1.0,0.4999999999986943,0.0,5.541124663228138,9.513004611478623,21.686197946555108
1.0,1.0,0.5999999999989468,0.0,3.9162807433183033,8.032382217984473,21.89489299489548
